Fecha publicación;CCAA;Dosis administradas;Porcentaje de dosis administradas por 100 habitantes;Personas con al menos una dosis;Personas con pauta completa;Porcentaje con pauta completa
01/12/2021;Cantabria;1002600;172,16;485538;480044;82,43
27/04/2021;Galicia;1002060;37,13;742792;262512;9,73
11/03/2021;Andalucía;1000998;11,8;;292741;3,45
02/11/2021;Navarra;1000976;152,31;527643;521124;79,29
18/05/2021;Castilla La Mancha;1000956;48,99;683201;327915;16,05
30/11/2021;Cantabria;999496;171,63;485336;479883;82,4
28/04/2021;Castilla y Leon;998713;41,76;708470;292803;12,24
16/06/2021;Murcia;997643;66,11;654004;381018;25,25
30/10/2021;Navarra;997146;151,72;527643;521123;79,29
27/05/2021;Canarias;995872;44,37;710238;309230;13,78
28/10/2021;Navarra;995594;151,49;527578;520977;79,27
29/03/2021;Madrid;995208;14,73;;325542;4,82
22/06/2021;Asturias;995047;97,99;631767;398501;39,24
17/05/2021;Castilla La Mancha;991513;48,53;676614;324249;15,87
08/04/2021;C. Valenciana;991439;19,69;713678;277761;5,52
29/11/2021;Cantabria;991064;170,18;484797;479435;82,33
28/06/2021;Extremadura;990850;93,54;609121;428526;40,45
05/07/2021;Baleares;990169;81,48;610025;429101;35,31
26/11/2021;Cantabria;989591;169,93;484794;479437;82,33
11/06/2021;Aragón;986378;74,09;643953;377080;28,32
26/04/2021;Galicia;985789;36,53;738114;250284;9,27
27/10/2021;Navarra;982793;149,54;527505;520904;79,26
26/10/2021;Navarra;982450;149,49;527406;520681;79,23
25/10/2021;Navarra;982192;149,45;527304;520739;79,23
22/10/2021;Navarra;981357;149,32;527014;520184;79,15
21/10/2021;Navarra;981247;149,3;526928;520155;79,15
20/10/2021;Navarra;980724;149,22;526770;519722;79,08
19/10/2021;Navarra;980364;149,17;526654;519441;79,04
25/11/2021;Cantabria;980302;168,33;484794;479435;82,33
18/10/2021;Navarra;980194;149,14;526552;519348;79,02
21/06/2021;Asturias;979228;96,44;623016;387751;38,19
07/05/2021;País Vasco;977236;44,63;702547;287261;13,12
24/11/2021;Cantabria;977233;167,81;484601;479345;82,31
26/05/2021;Canarias;976954;43,53;695028;304895;13,58
15/10/2021;Navarra;976866;148,64;525394;516405;78,57
14/10/2021;Navarra;976668;148,61;525324;516324;78,56
13/10/2021;Navarra;976253;148,54;525209;515996;78,51
11/10/2021;Navarra;975658;148,45;524978;515509;78,44
27/04/2021;Castilla y Leon;974889;40,77;693811;282609;11,82
15/06/2021;Murcia;974629;64,58;635097;376878;24,97
08/10/2021;Navarra;974363;148,26;524387;514552;78,29
23/11/2021;Cantabria;973980;167,25;484447;479136;82,28
07/10/2021;Navarra;973795;148,17;524235;514086;78,22
06/10/2021;Navarra;972551;147,98;523810;512955;78,05
10/03/2021;Andalucía;971691;11,45;;275060;3,24
22/11/2021;Cantabria;971303;166,79;484285;479079;82,27
25/06/2021;Extremadura;968874;91,46;602282;411776;38,87
05/10/2021;Navarra;968830;147,41;523618;512318;77,95
04/10/2021;Navarra;968424;147,35;523384;512022;77,91
19/11/2021;Cantabria;968135;166,25;484160;478894;82,23
14/06/2021;Murcia;967055;64,08;631494;370368;24,54
01/10/2021;Navarra;967020;147,14;522725;510908;77,74
30/09/2021;Navarra;966158;147,01;522585;510090;77,61
19/01/2021;España;966097;2,04;;9341;0,02
29/09/2021;Navarra;965496;146,91;522117;509629;77,54
18/11/2021;Cantabria;964954;165,7;484041;479007;82,25
28/09/2021;Navarra;964798;146,8;521985;508993;77,45
27/09/2021;Navarra;964044;146,69;521794;508319;77,34
10/06/2021;Aragón;962303;72,28;629460;366367;27,52
24/09/2021;Navarra;961901;146,36;520736;506723;77,1
23/09/2021;Navarra;960889;146,21;520570;505792;76,96
22/09/2021;Navarra;959955;146,06;520114;505111;76,86
18/06/2021;Asturias;959757;94,52;612133;375618;36,99
21/09/2021;Navarra;959241;145,96;519529;504589;76,78
20/09/2021;Navarra;958545;145,85;519060;504160;76,71
26/04/2021;Castilla y Leon;957593;40,04;681181;277383;11,6
17/09/2021;Navarra;955975;145,46;517786;501814;76,35
15/11/2021;Cantabria;955969;164,16;483698;479520;82,34
16/11/2021;Cantabria;955969;164,16;483698;479520;82,34
17/11/2021;Cantabria;955969;164,16;483698;479520;82,34
25/05/2021;Canarias;954331;42,52;675729;300212;13,38
16/09/2021;Navarra;954091;145,17;517573;499988;76,08
15/09/2021;Navarra;953688;145,11;517207;499793;76,05
14/09/2021;Navarra;952356;144,91;516350;498826;75,9
23/04/2021;Galicia;952172;35,28;709187;244002;9,04
13/09/2021;Navarra;952170;144,88;516207;498706;75,88
12/11/2021;Cantabria;951797;163,44;483432;478138;82,1
24/06/2021;Extremadura;951650;89,84;594459;401585;37,91
06/05/2021;País Vasco;951644;43,46;685764;278413;12,72
09/03/2021;Andalucía;951168;11,21;;263111;3,1
02/07/2021;Baleares;949757;78,16;588046;408027;33,58
14/05/2021;Castilla La Mancha;948942;46,45;645208;310370;15,19
11/11/2021;Cantabria;948933;162,95;483344;477984;82,08
22/04/2021;Galicia;947613;35,11;706458;241155;8,94
17/06/2021;Asturias;946602;93,22;602355;371757;36,61
10/09/2021;Navarra;946039;143,95;514394;493408;75,08
10/11/2021;Cantabria;945851;162,42;483251;477824;82,05
09/06/2021;Aragón;944699;70,96;623426;354647;26,64
09/09/2021;Navarra;944282;143,68;513732;491886;74,84
26/03/2021;Madrid;943113;13,96;;306011;4,53
08/09/2021;Navarra;940735;143,14;512684;488725;74,36
08/11/2021;Cantabria;940314;161,47;483096;477623;82,02
05/11/2021;Cantabria;937386;160,97;482968;477433;81,98
07/09/2021;Navarra;936563;142,5;511771;485045;73,8
04/11/2021;Cantabria;934339;160,44;482778;477222;81,95
06/09/2021;Navarra;933834;142,09;510981;482727;73,45
23/06/2021;Extremadura;933646;88,14;584863;392090;37,01
01/07/2021;Baleares;933603;76,83;581375;397987;32,75
08/06/2021;Aragón;932021;70,01;616148;349172;26,23
16/06/2021;Asturias;931972;91,78;593687;365083;35,95
03/11/2021;Cantabria;931368;159,93;482690;477033;81,91
11/06/2021;Murcia;930080;61,63;609612;352507;23,36
02/11/2021;Cantabria;928364;159,42;482452;476843;81,88
30/10/2021;Cantabria;926568;159,11;482452;476843;81,88
05/05/2021;País Vasco;926363;42,31;672479;266384;12,17
07/04/2021;C. Valenciana;926076;18,39;663216;262860;5,22
03/09/2021;Navarra;924722;140,7;509376;474366;72,18
28/10/2021;Cantabria;924246;158,71;482238;476537;81,83
07/06/2021;Aragón;922090;69,26;611539;342979;25,76
27/10/2021;Cantabria;921658;158,26;482155;476345;81,8
26/10/2021;Cantabria;921434;158,23;482105;476200;81,77
25/10/2021;Cantabria;920951;158,14;481975;475814;81,71
22/10/2021;Cantabria;920283;158,03;481821;475507;81,65
02/09/2021;Navarra;920196;140,01;508419;470527;71,59
21/10/2021;Cantabria;919900;157,96;481681;475359;81,63
20/10/2021;Cantabria;919213;157,84;481486;474939;81,56
15/06/2021;Asturias;918611;90,47;585834;359069;35,36
19/10/2021;Cantabria;918285;157,69;481238;474532;81,49
18/10/2021;Cantabria;918197;157,67;481238;474532;81,49
22/06/2021;Extremadura;917794;86,64;576301;383166;36,17
15/10/2021;Cantabria;917527;157,56;480983;474190;81,43
30/06/2021;Baleares;917182;75,48;573293;388418;31,96
14/10/2021;Cantabria;916832;157,44;480855;473951;81,39
13/10/2021;Cantabria;915979;157,29;480596;473505;81,31
25/03/2021;Madrid;915887;13,56;;287225;4,25
11/10/2021;Cantabria;915636;157,23;480543;473152;81,25
13/05/2021;Castilla La Mancha;915619;44,81;629262;292955;14,34
17/03/2021;Cataluña;915213;11,95;;260858;3,41
18/03/2021;Cataluña;915213;11,95;;260858;3,41
01/09/2021;Navarra;915177;139,25;507866;465634;70,85
21/04/2021;Galicia;914267;33,88;681904;232363;8,61
08/10/2021;Cantabria;914147;156,97;480336;471933;81,04
07/10/2021;Cantabria;912891;156,76;480112;471360;80,94
31/08/2021;Navarra;912672;138,87;507124;463532;70,53
06/10/2021;Cantabria;911769;156,57;479900;471213;80,92
30/08/2021;Navarra;910811;138,59;505974;461757;70,26
22/04/2021;Castilla y Leon;910748;38,09;641014;269734;11,28
23/04/2021;Castilla y Leon;910748;38,09;641014;269734;11,28
24/05/2021;Canarias;908910;40,5;637270;289781;12,91
14/06/2021;Asturias;907615;89,38;578095;354536;34,92
05/10/2021;Cantabria;907080;155,76;479765;470862;80,86
21/06/2021;Extremadura;906675;85,59;570574;375351;35,43
04/10/2021;Cantabria;906335;155,63;479509;470273;80,75
01/10/2021;Cantabria;904308;155,29;479156;468638;80,47
27/08/2021;Navarra;903127;137,42;503623;455105;69,25
30/09/2021;Cantabria;902509;154,98;478824;467004;80,19
04/05/2021;País Vasco;901182;41,16;656105;257528;11,76
29/09/2021;Cantabria;901126;154,74;478285;465769;79,98
28/09/2021;Cantabria;899875;154,52;477854;464675;79,79
26/08/2021;Navarra;899615;136,88;500842;453482;69
16/03/2021;Cataluña;899255;11,75;;246018;3,21
27/09/2021;Cantabria;898987;154,37;477379;463996;79,68
10/06/2021;Murcia;898580;59,54;589792;337621;22,37
18/01/2021;España;897942;1,9;;2315;0
25/08/2021;Navarra;895615;136,27;499661;449984;68,47
24/09/2021;Cantabria;895605;153,79;476561;461114;79,18
29/06/2021;Baleares;895534;73,7;560299;378529;31,15
23/09/2021;Cantabria;892559;153,27;476070;458328;78,7
24/08/2021;Navarra;892392;135,78;498120;447467;68,09
22/09/2021;Cantabria;890329;152,88;475470;456444;78,38
23/08/2021;Navarra;888932;135,26;497701;444089;67,57
24/03/2021;Madrid;888776;13,16;;268775;3,98
21/09/2021;Cantabria;888766;152,62;475049;455174;78,16
15/03/2021;Cataluña;887751;11,6;;242309;3,17
20/09/2021;Cantabria;887135;152,34;474591;453821;77,93
11/06/2021;Asturias;886366;87,29;565680;342967;33,78
18/06/2021;Extremadura;885610;83,6;563430;359949;33,98
12/05/2021;Castilla La Mancha;884665;43,3;614197;277031;13,56
04/06/2021;Aragón;884547;66,44;582195;314347;23,61
21/05/2021;Canarias;883279;39,35;616270;283662;12,64
28/06/2021;Baleares;881201;72,52;551050;372601;30,66
20/08/2021;Navarra;880443;133,97;494171;437549;66,58
17/09/2021;Cantabria;880328;151,17;473230;447802;76,9
21/04/2021;Castilla y Leon;878223;36,73;615747;262476;10,98
08/03/2021;Andalucía;878209;10,35;;244052;2,88
05/03/2021;Andalucía;878194;10,35;;244049;2,88
20/04/2021;Galicia;877664;32,52;652713;224951;8,34
19/08/2021;Navarra;876802;133,41;493144;434536;66,12
16/09/2021;Cantabria;876327;150,48;472590;444278;76,29
15/09/2021;Cantabria;873252;149,95;472037;441770;75,86
18/08/2021;Navarra;873107;132,85;490863;432758;65,85
10/06/2021;Asturias;872757;85,95;554601;339613;33,45
06/04/2021;C. Valenciana;870750;17,29;607889;262861;5,22
05/04/2021;C. Valenciana;870686;17,29;;262860;5,22
17/08/2021;Navarra;868174;132,1;487838;430420;65,49
11/05/2021;Castilla La Mancha;867662;42,47;602442;271684;13,3
08/06/2021;Murcia;867164;57,46;568102;323374;21,43
19/04/2021;Galicia;865840;32,08;649603;216237;8,01
03/04/2021;C. Valenciana;864575;17,17;;262265;5,21
17/06/2021;Extremadura;864044;81,57;550967;349167;32,96
16/08/2021;Navarra;863675;131,41;486089;427459;65,04
13/09/2021;Cantabria;862910;148,18;471288;431948;74,17
14/09/2021;Cantabria;862910;148,18;471288;431948;74,17
20/05/2021;Canarias;861664;38,39;598828;278022;12,39
23/03/2021;Madrid;861028;12,75;;249222;3,69
09/06/2021;Asturias;859689;84,66;545187;335659;33,06
10/05/2021;Castilla La Mancha;859125;42,05;594814;270755;13,25
03/05/2021;País Vasco;858757;39,22;623632;247312;11,3
12/03/2021;Cataluña;857036;11,2;;227178;2,97
10/09/2021;Cantabria;856808;147,13;467883;428020;73,5
19/05/2021;Canarias;853162;38,01;591026;276939;12,34
13/08/2021;Navarra;852658;129,74;476170;425386;64,73
25/06/2021;Baleares;851510;70,07;540798;350646;28,86
09/09/2021;Cantabria;851179;146,16;465727;423588;72,74
09/06/2021;Murcia;850648;56,37;559498;308143;20,42
07/06/2021;Murcia;850647;56,37;559499;308141;20,42
03/06/2021;Aragón;850404;63,88;559467;302766;22,74
20/04/2021;Castilla y Leon;850339;35,56;596099;254240;10,63
16/06/2021;Extremadura;848863;80,13;542625;341422;32,23
22/03/2021;Madrid;848206;12,56;;232389;3,44
08/09/2021;Cantabria;848064;145,63;465391;420801;72,26
12/08/2021;Navarra;846241;128,76;472326;422311;64,26
08/06/2021;Asturias;845276;83,24;534219;331290;32,63
07/09/2021;Cantabria;844496;145,01;463790;418094;71,79
06/09/2021;Cantabria;842031;144,59;462880;415692;71,38
24/06/2021;Baleares;840252;69,15;535843;343504;28,27
11/08/2021;Navarra;839438;127,73;467573;419753;63,87
02/06/2021;Aragón;838765;63;552388;298005;22,38
18/05/2021;Canarias;838680;37,37;581553;271536;12,1
11/03/2021;Cataluña;835931;10,92;;218613;2,86
03/09/2021;Cantabria;835371;143,45;458903;411571;70,67
15/06/2021;Extremadura;834638;78,79;535680;333488;31,48
04/03/2021;Andalucía;834477;9,84;;238150;2,81
10/08/2021;Navarra;834229;126,93;464940;416876;63,43
01/06/2021;Aragón;832942;62,57;547545;296645;22,28
07/06/2021;Asturias;832730;82,01;526485;325789;32,08
07/05/2021;Castilla La Mancha;831038;40,67;577083;260179;12,73
19/04/2021;Castilla y Leon;830796;34,74;579359;251437;10,51
31/05/2021;Aragón;829615;62,32;544881;295286;22,18
09/08/2021;Navarra;828935;126,13;463556;412793;62,81
02/09/2021;Cantabria;828793;142,32;455062;407702;70,01
14/06/2021;Extremadura;826272;78;532908;327618;30,93
23/06/2021;Baleares;824988;67,89;528117;335336;27,6
01/09/2021;Cantabria;824567;141,59;453611;404614;69,48
17/05/2021;Canarias;823733;36,7;570448;267073;11,9
01/04/2021;C. Valenciana;821536;16,31;;257143;5,11
31/08/2021;Cantabria;821293;141,03;453035;401704;68,98
06/08/2021;Navarra;819168;124,64;456961;408574;62,17
28/05/2021;Aragón;817978;61,44;536746;290875;21,85
16/04/2021;Galicia;817578;30,3;607712;209866;7,78
18/03/2021;Madrid;814603;12,06;;210252;3,11
05/08/2021;Navarra;814201;123,89;455520;404848;61,6
30/08/2021;Cantabria;810502;139,18;447407;395329;67,88
27/08/2021;Cantabria;810500;139,18;447406;395327;67,88
22/06/2021;Baleares;810298;66,68;519992;328231;27,01
10/03/2021;Cataluña;809732;10,58;;212427;2,77
04/06/2021;Murcia;808552;53,58;531647;291603;19,32
04/08/2021;Navarra;808295;122,99;452474;401544;61,1
26/08/2021;Cantabria;805677;138,35;444534;392647;67,42
04/06/2021;Asturias;805334;79,31;514030;303820;29,92
11/06/2021;Extremadura;804198;75,92;520392;314801;29,72
03/08/2021;Navarra;803355;122,24;450740;398011;60,56
17/03/2021;Madrid;803199;11,89;;203552;3,01
15/04/2021;Galicia;803159;29,76;600339;202820;7,52
06/05/2021;Castilla La Mancha;801477;39,23;561280;246196;12,05
27/05/2021;Aragón;800211;60,11;522723;287048;21,56
25/08/2021;Cantabria;800019;137,38;440939;390166;67
02/08/2021;Navarra;797534;121,35;447128;395389;60,16
03/03/2021;Andalucía;796930;9,39;;233434;2,75
24/08/2021;Cantabria;795123;136,54;438587;387431;66,53
21/06/2021;Baleares;794372;65,37;512469;319455;26,29
03/06/2021;Asturias;792641;78,06;507254;295872;29,14
03/06/2021;Murcia;792635;52,52;520492;285543;18,92
16/03/2021;Madrid;792291;11,73;;199142;2,95
14/05/2021;Canarias;790500;35,22;544850;256850;11,44
23/08/2021;Cantabria;790015;135,66;434736;385949;66,27
09/03/2021;Cataluña;789183;10,31;;207196;2,71
16/04/2021;Castilla y Leon;787728;32,94;540412;247316;10,34
10/06/2021;Extremadura;785066;74,11;510710;302402;28,55
30/07/2021;Navarra;783709;119,25;442485;385183;58,61
26/05/2021;Aragón;782323;58,76;508875;282947;21,25
02/06/2021;Asturias;779597;76,78;500469;288746;28,44
15/03/2021;Madrid;779306;11,54;;195455;2,89
20/08/2021;Cantabria;778069;133,61;430997;377474;64,82
29/07/2021;Navarra;778052;118,39;440402;381223;58,01
02/06/2021;Murcia;776762;51,47;507921;282013;18,69
14/04/2021;Galicia;776617;28,78;580171;196446;7,28
05/05/2021;Castilla La Mancha;775768;37,97;548163;233119;11,41
02/03/2021;Andalucía;774701;9,13;;228829;2,7
08/03/2021;Cataluña;774027;10,11;;202956;2,65
30/04/2021;País Vasco;773542;35,33;573196;210988;9,64
09/06/2021;Extremadura;773163;72,99;505415;294667;27,82
19/08/2021;Cantabria;772417;132,64;426007;376460;64,64
28/07/2021;Navarra;772163;117,49;438358;377159;57,39
25/05/2021;Aragón;771132;57,92;501244;278112;20,89
01/03/2021;Andalucía;769899;9,08;;228739;2,7
15/01/2021;España;768950;1,62;;;0
27/07/2021;Navarra;768787;116,98;435594;376247;57,25
24/05/2021;Aragón;768752;57,74;499235;277619;20,85
18/08/2021;Cantabria;768404;131,95;423247;374925;64,38
31/03/2021;C. Valenciana;768217;15,25;;251514;4,99
01/06/2021;Asturias;767489;75,58;493717;283390;27,91
13/05/2021;Canarias;766366;34,14;530015;247468;11,03
18/06/2021;Baleares;765389;62,99;503764;298205;24,54
17/08/2021;Cantabria;765025;131,37;421564;373144;64,08
26/07/2021;Navarra;762801;116,07;432242;373026;56,76
16/08/2021;Cantabria;762153;130,87;419960;371761;63,84
04/05/2021;Castilla La Mancha;759297;37,16;537563;227099;11,12
31/05/2021;Asturias;757538;74,6;489310;277796;27,36
21/05/2021;Aragón;757163;56,87;494372;270668;20,33
08/06/2021;Extremadura;756792;71,44;497472;286035;27
03/05/2021;Castilla La Mancha;755383;36,97;534020;226583;11,09
15/04/2021;Castilla y Leon;754667;31,56;512416;242251;10,13
13/08/2021;Cantabria;754602;129,58;417692;366278;62,9
01/06/2021;Murcia;754586;50;490041;277687;18,4
23/07/2021;Navarra;752833;114,55;428036;366459;55,76
29/04/2021;País Vasco;751272;34,31;561369;196476;8,97
17/06/2021;Baleares;751096;61,81;496294;290951;23,94
12/08/2021;Cantabria;750290;128,84;415579;363948;62,5
07/06/2021;Extremadura;748960;70,7;492342;282023;26,62
12/05/2021;Canarias;747377;33,3;519168;239189;10,66
11/08/2021;Cantabria;746201;128,14;412834;362425;62,23
22/07/2021;Navarra;745842;113,49;424494;362567;55,17
31/05/2021;Murcia;744134;49,31;489211;267848;17,75
12/03/2021;Madrid;743606;11,01;;190518;2,82
13/04/2021;Galicia;743544;27,55;552449;191095;7,08
10/08/2021;Cantabria;742153;127,44;410333;360702;61,94
30/03/2021;C. Valenciana;742020;14,73;;246023;4,89
09/08/2021;Cantabria;739231;126,94;408663;359319;61,7
28/05/2021;Asturias;739208;72,8;479092;268966;26,49
21/07/2021;Navarra;738723;112,4;421666;357937;54,46
20/05/2021;Aragón;737369;55,39;485547;259683;19,51
16/06/2021;Baleares;736967;60,65;488779;283925;23,36
29/03/2021;C. Valenciana;734893;14,59;;245326;4,87
05/03/2021;Cataluña;734794;9,6;;192984;2,52
12/04/2021;Galicia;732686;27,15;546630;186056;6,89
20/07/2021;Navarra;732309;111,43;419469;353413;53,77
14/04/2021;Castilla y Leon;730342;30,54;492310;238032;9,95
06/08/2021;Cantabria;729102;125,2;403196;353807;60,75
11/05/2021;Canarias;728385;32,45;508919;230362;10,26
27/05/2021;Asturias;727195;71,61;470971;264215;26,02
19/07/2021;Navarra;726117;110,48;416218;350021;53,26
30/04/2021;Castilla La Mancha;725719;35,52;513927;216193;10,58
26/02/2021;Andalucía;724385;8,54;;225068;2,65
15/06/2021;Baleares;723083;59,5;481030;275864;22,7
05/08/2021;Cantabria;723057;124,16;400551;350342;60,16
11/03/2021;Madrid;720674;10,67;;186482;2,76
28/05/2021;Murcia;718396;47,6;471245;256845;17,02
26/05/2021;Asturias;718289;70,74;465035;260964;25,7
04/08/2021;Cantabria;718041;123,3;397546;348175;59,79
04/06/2021;Extremadura;717884;67,77;468805;266219;25,13
19/05/2021;Aragón;717235;53,87;476322;248774;18,69
27/04/2021;País Vasco;717025;32,75;533847;189332;8,65
28/04/2021;País Vasco;717025;32,75;533847;189332;8,65
10/05/2021;Canarias;715448;31,88;500438;225694;10,06
03/08/2021;Cantabria;712797;122,4;394651;339040;58,22
13/04/2021;Castilla y Leon;710619;29,72;475792;234827;9,82
02/08/2021;Cantabria;709797;121,88;393239;337445;57,95
25/05/2021;Asturias;709724;69,89;459380;257364;25,35
16/07/2021;Navarra;709259;107,92;412232;336554;51,21
14/06/2021;Baleares;708168;58,28;472894;266771;21,95
18/05/2021;Aragón;704822;52,94;469534;243149;18,26
27/05/2021;Murcia;703427;46,61;462994;250064;16,57
24/05/2021;Asturias;703017;69,23;455396;254313;25,04
15/07/2021;Navarra;702017;106,82;408717;332398;50,58
03/06/2021;Extremadura;701279;66,2;458764;258149;24,37
17/05/2021;Aragón;700668;52,63;466699;241830;18,16
30/07/2021;Cantabria;700609;120,31;386495;334956;57,52
29/04/2021;Castilla La Mancha;697281;34,13;495445;204955;10,03
29/07/2021;Cantabria;696260;119,56;385486;331616;56,94
12/04/2021;Castilla y Leon;695126;29,07;461886;233240;9,75
14/07/2021;Navarra;694665;105,7;406212;327218;49,79
10/03/2021;Madrid;694100;10,27;;183217;2,71
